what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1327149207523
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1327149207523
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1327149207523
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1327149207523
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1327149207523
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1327149207523
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1327149207523
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1327149207524
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1327149207524
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1327149207524
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1327149207524
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1327149207524
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1327149207524
os,sysinfo,,,"win32",1327149207527
arch,sysinfo,,,"x86",1327149207527
ws,sysinfo,,,"win32",1327149207527
locale,sysinfo,,,"fr_FR",1327149207527
processors,sysinfo,,,"2",1327149207528
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1327149207528
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1327149207528
java.specification.name,sysinfo,,,"Java Platform API Specification",1327149207528
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327149207528
java.specification.version,sysinfo,,,"1.6",1327149207528
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1327149207528
java.version,sysinfo,,,"1.6.0_18",1327149207528
java.vm.info,sysinfo,,,"mixed mode, sharing",1327149207528
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1327149207528
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1327149207528
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327149207528
java.vm.specification.version,sysinfo,,,"1.0",1327149207528
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1327149207528
java.vm.version,sysinfo,,,"16.0-b13",1327149207528
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1327149207558
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327149209860
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327149209874
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1327149209890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327149210679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327149263579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327149267525
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1327149283976
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1327149283993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327149284035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1327149284048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1327149284048
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1327149286230
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110913-1156,"org.eclipse.emf.common.ui",1327149286294
started,bundle,org.eclipse.emf.edit,2.7.1.v20110913-1526,"org.eclipse.emf.edit",1327149286296
started,bundle,eclipse.emf.addressbook.editor,1.0.0.qualifier,"eclipse.emf.addressbook.editor",1327149286331
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110913-1156,"org.eclipse.emf.edit.ui",1327149286428
started,bundle,eclipse.emf.addressbook,1.0.0.qualifier,"eclipse.emf.addressbook",1327149286762
started,bundle,eclipse.emf.addressbook.edit,1.0.0.qualifier,"eclipse.emf.addressbook.edit",1327149286794
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1327149286948
opened,editor,eclipse.emf.addressbook.editor,1.0.0.qualifier,"eclipse.emf.addressbook.model.addressbook.presentation.AddressbookEditorID",1327149287320
activated,editor,eclipse.emf.addressbook.editor,1.0.0.qualifier,"eclipse.emf.addressbook.model.addressbook.presentation.AddressbookEditorID",1327149287400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327149289390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327149290227
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327149290305
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1327149290514
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1327149290528
error,log,,,"Invalid preference page path: XML Syntax",1327149290702
stopped,bundle,org.eclipse.emf.teneo.eclipselink.ui,1.0.0.v201111031605,"org.eclipse.emf.teneo.eclipselink.ui",1327149290752
stopped,bundle,org.eclipse.emf.teneo.eclipselink,1.0.0.v201111031605,"org.eclipse.emf.teneo.eclipselink",1327149290753
stopped,bundle,org.eclipse.emf.teneo.hibernate.eclipse,1.1.2.v201111031605,"org.eclipse.emf.teneo.hibernate.eclipse",1327149290754
stopped,bundle,org.eclipse.emf.ecoretools.diagram,1.0.0.v20110601-1615,"org.eclipse.emf.ecoretools.diagram",1327149290754
stopped,bundle,org.eclipse.gmf.examples.runtime.diagram.geoshapes,1.2.0.v20100511-1355,"org.eclipse.gmf.examples.runtime.diagram.geoshapes",1327149290754
stopped,bundle,org.eclipse.gmf.examples.runtime.diagram.logic,1.2.1.v20110606-2230,"org.eclipse.gmf.examples.runtime.diagram.logic",1327149290754
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.render,1.4.1.v20101119-2230,"org.eclipse.gmf.runtime.diagram.ui.render",1327149290754
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.printing.render,1.4.1.v20101119-2230,"org.eclipse.gmf.runtime.diagram.ui.printing.render",1327149290754
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui.render.awt,1.4.1.v20101222-2230,"org.eclipse.gmf.runtime.draw2d.ui.render.awt",1327149290754
stopped,bundle,org.eclipse.gmf.runtime.lite.svg,1.0.0.v20090615-0828,"org.eclipse.gmf.runtime.lite.svg",1327149290755
stopped,bundle,org.eclipse.wb.core.databinding.xml,1.1.0.r37x201109091031,"org.eclipse.wb.core.databinding.xml",1327149290755
stopped,bundle,org.eclipse.wb.core.xml,1.1.0.r37x201109091031,"org.eclipse.wb.core.xml",1327149290755
stopped,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1327149290755
stopped,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1327149290755
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1327149290758
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1327149290758
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1327149290758
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1327149290758
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1327149290759
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1327149290759
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1327149290759
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1327149290759
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1327149290759
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1327149290759
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1327149290760
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1327149290760
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1327149290760
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1327149290760
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1327149290760
stopped,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1327149290761
stopped,bundle,org.eclipse.equinox.jsp.jasper,1.0.300.v20110502,"org.eclipse.equinox.jsp.jasper",1327149290761
stopped,bundle,org.eclipse.sdk,3.7.1.v201109091335,"org.eclipse.sdk",1327149290761
stopped,bundle,org.eclipse.emf.cheatsheets,2.5.0.v20100521-1846,"org.eclipse.emf.cheatsheets",1327149290761
stopped,bundle,org.eclipse.emf.teneo.orm.eclipse,1.0.0.v201111031605,"org.eclipse.emf.teneo.orm.eclipse",1327149290761
stopped,bundle,org.eclipse.emf.teneo.eclipse,1.1.2.v201111031605,"org.eclipse.emf.teneo.eclipse",1327149290762
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1327149290762
stopped,bundle,org.eclipse.emf.eef.codegen.ecore,1.0.1.v20110912-0930,"org.eclipse.emf.eef.codegen.ecore",1327149290762
stopped,bundle,org.eclipse.emf.eef.codegen,1.0.1.v20110912-0930,"org.eclipse.emf.eef.codegen",1327149290762
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1327149290762
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1327149290762
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1327149290762
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1327149290762
stopped,bundle,org.eclipse.wb.rcp.SWT_AWT,1.1.0.r37x201109091215,"org.eclipse.wb.rcp.SWT_AWT",1327149290762
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.1.0.r37x201109091152,"org.eclipse.wb.rcp.databinding.emf",1327149290762
stopped,bundle,org.eclipse.wb.rcp.databinding,1.1.0.r37x201109091152,"org.eclipse.wb.rcp.databinding",1327149290762
stopped,bundle,org.eclipse.wb.rcp.nebula,1.1.0.r37x201109091152,"org.eclipse.wb.rcp.nebula",1327149290762
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.1.0.r37x201109091152,"org.eclipse.wb.rcp.swing2swt",1327149290762
stopped,bundle,org.eclipse.wb.rcp,1.1.0.r37x201109091152,"org.eclipse.wb.rcp",1327149290762
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1327149290762
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1327149290762
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1327149290762
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1327149290762
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1327149290762
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1327149290762
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1327149290762
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1327149290762
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1327149290763
stopped,bundle,org.eclipse.acceleo.compatibility.ui,3.2.0.v20111027-0537,"org.eclipse.acceleo.compatibility.ui",1327149290763
stopped,bundle,org.eclipse.acceleo.ide.ui,3.2.0.v20111027-0537,"org.eclipse.acceleo.ide.ui",1327149290763
stopped,bundle,org.eclipse.acceleo.parser,3.2.0.v20111027-0537,"org.eclipse.acceleo.parser",1327149290763
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1327149290763
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1327149290764
stopped,bundle,org.eclipse.emf.importer.ecore,2.6.0.v20100521-1846,"org.eclipse.emf.importer.ecore",1327149290764
stopped,bundle,org.eclipse.emf.importer.java,2.6.0.v20100521-1846,"org.eclipse.emf.importer.java",1327149290764
stopped,bundle,org.eclipse.emf.importer.rose,2.6.0.v20100521-1846,"org.eclipse.emf.importer.rose",1327149290764
stopped,bundle,org.eclipse.uml2.uml.ecore.importer,2.4.100.v201008301510,"org.eclipse.uml2.uml.ecore.importer",1327149290764
stopped,bundle,org.eclipse.xsd.ecore.importer,2.6.0.v20100521-1855,"org.eclipse.xsd.ecore.importer",1327149290764
stopped,bundle,org.eclipse.emf.ant,2.7.0.v20100905-1633,"org.eclipse.emf.ant",1327149290764
stopped,bundle,org.eclipse.ocl.examples.xtext.completeocl.ui,3.1.0.v20110826-0707,"org.eclipse.ocl.examples.xtext.completeocl.ui",1327149290764
stopped,bundle,org.eclipse.ocl.examples.xtext.completeocl,3.1.0.v20110826-0707,"org.eclipse.ocl.examples.xtext.completeocl",1327149290764
stopped,bundle,org.eclipse.ocl.examples.xtext.console,3.1.0.v20110829-0756,"org.eclipse.ocl.examples.xtext.console",1327149290765
stopped,bundle,org.eclipse.ocl.examples.xtext.oclinecore.ui,3.1.0.v20110829-0756,"org.eclipse.ocl.examples.xtext.oclinecore.ui",1327149290765
